MOVIE,member_no,DEPARTMENT.y,gender,gender_count
Batman v Superman: Dawn of Justice_(2016),697,Makeup Department_,Women,27
Batman v Superman: Dawn of Justice_(2016),697,Music by_,Men,1
Batman v Superman: Dawn of Justice_(2016),697,Music by_,Other,1
Batman v Superman: Dawn of Justice_(2016),697,Produced by_,Men,13
Batman v Superman: Dawn of Justice_(2016),697,Produced by_,Women,3
Batman v Superman: Dawn of Justice_(2016),697,Production Design by_,Men,1
Batman v Superman: Dawn of Justice_(2016),697,Production Management_,Men,7
Batman v Superman: Dawn of Justice_(2016),697,Production Management_,Women,4
Batman v Superman: Dawn of Justice_(2016),697,Second Unit Director or Assistant Director_,Men,11
Batman v Superman: Dawn of Justice_(2016),697,Second Unit Director or Assistant Director_,Other,2
Batman v Superman: Dawn of Justice_(2016),697,Second Unit Director or Assistant Director_,Women,2
Batman v Superman: Dawn of Justice_(2016),697,Set Decoration by_,Women,1
Batman v Superman: Dawn of Justice_(2016),697,Sound Department_,Men,34
Batman v Superman: Dawn of Justice_(2016),697,Sound Department_,Women,2
Batman v Superman: Dawn of Justice_(2016),697,Special Effects by_,Men,34
Batman v Superman: Dawn of Justice_(2016),697,Special Effects by_,Other,2
Batman v Superman: Dawn of Justice_(2016),697,Special Effects by_,Women,7
Batman v Superman: Dawn of Justice_(2016),697,Thanks_,Other,1
Batman v Superman: Dawn of Justice_(2016),697,Visual Effects by_,Men,536
Batman v Superman: Dawn of Justice_(2016),697,Visual Effects by_,Other,43
Batman v Superman: Dawn of Justice_(2016),697,Visual Effects by_,Women,118
Batman v Superman: Dawn of Justice_(2016),697,Writing Credits _,Men,8
Batman v Superman: Dawn of Justice_(2016),8,Art Department_,Men,100
Batman v Superman: Dawn of Justice_(2016),8,Art Department_,Other,4
Batman v Superman: Dawn of Justice_(2016),8,Art Department_,Women,31
Batman v Superman: Dawn of Justice_(2016),8,Art Direction by_,Men,5
Batman v Superman: Dawn of Justice_(2016),8,Art Direction by_,Women,1
Batman v Superman: Dawn of Justice_(2016),8,Casting By_,Women,3
Batman v Superman: Dawn of Justice_(2016),8,Cinematography by_,Men,1
Batman v Superman: Dawn of Justice_(2016),8,Costume Design by_,Men,1
Batman v Superman: Dawn of Justice_(2016),8,Directed by_,Men,1
Batman v Superman: Dawn of Justice_(2016),8,Film Editing by_,Men,1
Batman v Superman: Dawn of Justice_(2016),8,Makeup Department_,Men,12
Batman v Superman: Dawn of Justice_(2016),8,Makeup Department_,Other,1
Batman v Superman: Dawn of Justice_(2016),8,Makeup Department_,Women,27
Batman v Superman: Dawn of Justice_(2016),8,Music by_,Men,1
Batman v Superman: Dawn of Justice_(2016),8,Music by_,Other,1
Batman v Superman: Dawn of Justice_(2016),8,Produced by_,Men,13
Batman v Superman: Dawn of Justice_(2016),8,Produced by_,Women,3
Batman v Superman: Dawn of Justice_(2016),8,Production Design by_,Men,1
Batman v Superman: Dawn of Justice_(2016),8,Production Management_,Men,7
Batman v Superman: Dawn of Justice_(2016),8,Production Management_,Women,4
Batman v Superman: Dawn of Justice_(2016),8,Second Unit Director or Assistant Director_,Men,11
Batman v Superman: Dawn of Justice_(2016),8,Second Unit Director or Assistant Director_,Other,2
Batman v Superman: Dawn of Justice_(2016),8,Second Unit Director or Assistant Director_,Women,2
Batman v Superman: Dawn of Justice_(2016),8,Set Decoration by_,Women,1
Batman v Superman: Dawn of Justice_(2016),8,Sound Department_,Men,34
Batman v Superman: Dawn of Justice_(2016),8,Sound Department_,Women,2
Batman v Superman: Dawn of Justice_(2016),8,Special Effects by_,Men,34
Batman v Superman: Dawn of Justice_(2016),8,Special Effects by_,Other,2
Batman v Superman: Dawn of Justice_(2016),8,Special Effects by_,Women,7
Batman v Superman: Dawn of Justice_(2016),8,Thanks_,Other,1
Batman v Superman: Dawn of Justice_(2016),8,Visual Effects by_,Men,536
Batman v Superman: Dawn of Justice_(2016),8,Visual Effects by_,Other,43
Batman v Superman: Dawn of Justice_(2016),8,Visual Effects by_,Women,118
Batman v Superman: Dawn of Justice_(2016),8,Writing Credits _,Men,8
Captain America: Civil War_(2016),32,Animation Department_,Men,21
Captain America: Civil War_(2016),32,Animation Department_,Other,4
Captain America: Civil War_(2016),32,Animation Department_,Women,7
Captain America: Civil War_(2016),32,Art Department_,Men,103
Captain America: Civil War_(2016),32,Art Department_,Other,1
Captain America: Civil War_(2016),32,Art Department_,Women,31
Captain America: Civil War_(2016),32,Art Direction by_,Men,4
Captain America: Civil War_(2016),32,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),32,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),32,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),32,Casting By_,Women,1
Captain America: Civil War_(2016),32,Casting Department_,Men,7
Captain America: Civil War_(2016),32,Casting Department_,Women,5
Captain America: Civil War_(2016),32,Cinematography by_,Men,1
Captain America: Civil War_(2016),32,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),32,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),32,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),32,Costume Design by_,Other,1
Captain America: Civil War_(2016),32,Directed by_,Men,2
Captain America: Civil War_(2016),32,Editorial Department_,Men,31
Captain America: Civil War_(2016),32,Editorial Department_,Other,2
Captain America: Civil War_(2016),32,Editorial Department_,Women,8
Captain America: Civil War_(2016),32,Film Editing by_,Men,2
Captain America: Civil War_(2016),32,Location Management_,Men,11
Captain America: Civil War_(2016),32,Location Management_,Women,3
Captain America: Civil War_(2016),32,Makeup Department_,Men,16
Captain America: Civil War_(2016),32,Makeup Department_,Other,2
Captain America: Civil War_(2016),32,Makeup Department_,Women,20
Captain America: Civil War_(2016),32,Music by_,Men,1
Captain America: Civil War_(2016),32,Music Department_,Men,38
Captain America: Civil War_(2016),32,Music Department_,Other,3
Captain America: Civil War_(2016),32,Music Department_,Women,11
Captain America: Civil War_(2016),32,Other crew_,Men,141
Captain America: Civil War_(2016),32,Other crew_,Other,12
Captain America: Civil War_(2016),32,Other crew_,Women,93
Captain America: Civil War_(2016),32,Produced by_,Men,11
Captain America: Civil War_(2016),32,Produced by_,Women,3
Captain America: Civil War_(2016),32,Production Design by_,Men,1
Captain America: Civil War_(2016),32,Production Management_,Men,9
Captain America: Civil War_(2016),32,Production Management_,Other,1
Captain America: Civil War_(2016),32,Production Management_,Women,5
Captain America: Civil War_(2016),32,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),32,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),32,Set Decoration by_,Men,1
Captain America: Civil War_(2016),32,Set Decoration by_,Women,1
Captain America: Civil War_(2016),32,Sound Department_,Men,48
Captain America: Civil War_(2016),32,Sound Department_,Women,8
Captain America: Civil War_(2016),32,Special Effects by_,Men,54
Captain America: Civil War_(2016),32,Special Effects by_,Other,1
Captain America: Civil War_(2016),32,Special Effects by_,Women,10
Captain America: Civil War_(2016),32,Stunts_,Men,159
Captain America: Civil War_(2016),32,Stunts_,Other,13
Captain America: Civil War_(2016),32,Stunts_,Women,32
Captain America: Civil War_(2016),32,Thanks_,Men,27
Captain America: Civil War_(2016),32,Thanks_,Other,2
Captain America: Civil War_(2016),32,Thanks_,Women,4
Captain America: Civil War_(2016),32,Transportation Department_,Men,43
Captain America: Civil War_(2016),32,Transportation Department_,Other,2
Captain America: Civil War_(2016),32,Transportation Department_,Women,11
Captain America: Civil War_(2016),32,Visual Effects by_,Men,881
Captain America: Civil War_(2016),32,Visual Effects by_,Other,70
Captain America: Civil War_(2016),32,Visual Effects by_,Women,245
Captain America: Civil War_(2016),32,Writing Credits _,Men,6
Captain America: Civil War_(2016),135,Animation Department_,Men,21
Captain America: Civil War_(2016),135,Animation Department_,Other,4
Captain America: Civil War_(2016),135,Animation Department_,Women,7
Captain America: Civil War_(2016),135,Art Department_,Men,103
Captain America: Civil War_(2016),135,Art Department_,Other,1
Captain America: Civil War_(2016),135,Art Department_,Women,31
Captain America: Civil War_(2016),135,Art Direction by_,Men,4
Captain America: Civil War_(2016),135,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),135,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),135,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),135,Casting By_,Women,1
Captain America: Civil War_(2016),135,Casting Department_,Men,7
Captain America: Civil War_(2016),135,Casting Department_,Women,5
Captain America: Civil War_(2016),135,Cinematography by_,Men,1
Captain America: Civil War_(2016),135,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),135,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),135,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),135,Costume Design by_,Other,1
Captain America: Civil War_(2016),135,Directed by_,Men,2
Captain America: Civil War_(2016),135,Editorial Department_,Men,31
Captain America: Civil War_(2016),135,Editorial Department_,Other,2
Captain America: Civil War_(2016),135,Editorial Department_,Women,8
Captain America: Civil War_(2016),135,Film Editing by_,Men,2
Captain America: Civil War_(2016),135,Location Management_,Men,11
Captain America: Civil War_(2016),135,Location Management_,Women,3
Captain America: Civil War_(2016),135,Makeup Department_,Men,16
Captain America: Civil War_(2016),135,Makeup Department_,Other,2
Captain America: Civil War_(2016),135,Makeup Department_,Women,20
Captain America: Civil War_(2016),135,Music by_,Men,1
Captain America: Civil War_(2016),135,Music Department_,Men,38
Captain America: Civil War_(2016),135,Music Department_,Other,3
Captain America: Civil War_(2016),135,Music Department_,Women,11
Captain America: Civil War_(2016),135,Other crew_,Men,141
Captain America: Civil War_(2016),135,Other crew_,Other,12
Captain America: Civil War_(2016),135,Other crew_,Women,93
Captain America: Civil War_(2016),135,Produced by_,Men,11
Captain America: Civil War_(2016),135,Produced by_,Women,3
Captain America: Civil War_(2016),135,Production Design by_,Men,1
Captain America: Civil War_(2016),135,Production Management_,Men,9
Captain America: Civil War_(2016),135,Production Management_,Other,1
Captain America: Civil War_(2016),135,Production Management_,Women,5
Captain America: Civil War_(2016),135,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),135,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),135,Set Decoration by_,Men,1
Captain America: Civil War_(2016),135,Set Decoration by_,Women,1
Captain America: Civil War_(2016),135,Sound Department_,Men,48
Captain America: Civil War_(2016),135,Sound Department_,Women,8
Captain America: Civil War_(2016),135,Special Effects by_,Men,54
Captain America: Civil War_(2016),135,Special Effects by_,Other,1
Captain America: Civil War_(2016),135,Special Effects by_,Women,10
Captain America: Civil War_(2016),135,Stunts_,Men,159
Captain America: Civil War_(2016),135,Stunts_,Other,13
Captain America: Civil War_(2016),135,Stunts_,Women,32
Captain America: Civil War_(2016),135,Thanks_,Men,27
Captain America: Civil War_(2016),135,Thanks_,Other,2
Captain America: Civil War_(2016),135,Thanks_,Women,4
Captain America: Civil War_(2016),135,Transportation Department_,Men,43
Captain America: Civil War_(2016),135,Transportation Department_,Other,2
Captain America: Civil War_(2016),135,Transportation Department_,Women,11
Captain America: Civil War_(2016),135,Visual Effects by_,Men,881
Captain America: Civil War_(2016),135,Visual Effects by_,Other,70
Captain America: Civil War_(2016),135,Visual Effects by_,Women,245
Captain America: Civil War_(2016),135,Writing Credits _,Men,6
Captain America: Civil War_(2016),4,Animation Department_,Men,21
Captain America: Civil War_(2016),4,Animation Department_,Other,4
Captain America: Civil War_(2016),4,Animation Department_,Women,7
Captain America: Civil War_(2016),4,Art Department_,Men,103
Captain America: Civil War_(2016),4,Art Department_,Other,1
Captain America: Civil War_(2016),4,Art Department_,Women,31
Captain America: Civil War_(2016),4,Art Direction by_,Men,4
Captain America: Civil War_(2016),4,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),4,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),4,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),4,Casting By_,Women,1
Captain America: Civil War_(2016),4,Casting Department_,Men,7
Captain America: Civil War_(2016),4,Casting Department_,Women,5
Captain America: Civil War_(2016),4,Cinematography by_,Men,1
Captain America: Civil War_(2016),4,Costume and Wardrobe Department_,Men,34
Captain America: Civil War_(2016),4,Costume and Wardrobe Department_,Other,1
Captain America: Civil War_(2016),4,Costume and Wardrobe Department_,Women,36
Captain America: Civil War_(2016),4,Costume Design by_,Other,1
Captain America: Civil War_(2016),4,Directed by_,Men,2
Captain America: Civil War_(2016),4,Editorial Department_,Men,31
Captain America: Civil War_(2016),4,Editorial Department_,Other,2
Captain America: Civil War_(2016),4,Editorial Department_,Women,8
Captain America: Civil War_(2016),4,Film Editing by_,Men,2
Captain America: Civil War_(2016),4,Location Management_,Men,11
Captain America: Civil War_(2016),4,Location Management_,Women,3
Captain America: Civil War_(2016),4,Makeup Department_,Men,16
Captain America: Civil War_(2016),4,Makeup Department_,Other,2
Captain America: Civil War_(2016),4,Makeup Department_,Women,20
Captain America: Civil War_(2016),4,Music by_,Men,1
Captain America: Civil War_(2016),4,Music Department_,Men,38
Captain America: Civil War_(2016),4,Music Department_,Other,3
Captain America: Civil War_(2016),4,Music Department_,Women,11
Captain America: Civil War_(2016),4,Other crew_,Men,141
Captain America: Civil War_(2016),4,Other crew_,Other,12
Captain America: Civil War_(2016),4,Other crew_,Women,93
Captain America: Civil War_(2016),4,Produced by_,Men,11
Captain America: Civil War_(2016),4,Produced by_,Women,3
Captain America: Civil War_(2016),4,Production Design by_,Men,1
Captain America: Civil War_(2016),4,Production Management_,Men,9
Captain America: Civil War_(2016),4,Production Management_,Other,1
Captain America: Civil War_(2016),4,Production Management_,Women,5
Captain America: Civil War_(2016),4,Second Unit Director or Assistant Director_,Men,21
Captain America: Civil War_(2016),4,Second Unit Director or Assistant Director_,Women,6
Captain America: Civil War_(2016),4,Set Decoration by_,Men,1
Captain America: Civil War_(2016),4,Set Decoration by_,Women,1
Captain America: Civil War_(2016),4,Sound Department_,Men,48
Captain America: Civil War_(2016),4,Sound Department_,Women,8
Captain America: Civil War_(2016),4,Special Effects by_,Men,54
Captain America: Civil War_(2016),4,Special Effects by_,Other,1
Captain America: Civil War_(2016),4,Special Effects by_,Women,10
Captain America: Civil War_(2016),4,Stunts_,Men,159
Captain America: Civil War_(2016),4,Stunts_,Other,13
Captain America: Civil War_(2016),4,Stunts_,Women,32
Captain America: Civil War_(2016),4,Thanks_,Men,27
Captain America: Civil War_(2016),4,Thanks_,Other,2
Captain America: Civil War_(2016),4,Thanks_,Women,4
Captain America: Civil War_(2016),4,Transportation Department_,Men,43
Captain America: Civil War_(2016),4,Transportation Department_,Other,2
Captain America: Civil War_(2016),4,Transportation Department_,Women,11
Captain America: Civil War_(2016),4,Visual Effects by_,Men,881
Captain America: Civil War_(2016),4,Visual Effects by_,Other,70
Captain America: Civil War_(2016),4,Visual Effects by_,Women,245
Captain America: Civil War_(2016),4,Writing Credits _,Men,6
Captain America: Civil War_(2016),223,Animation Department_,Men,21
Captain America: Civil War_(2016),223,Animation Department_,Other,4
Captain America: Civil War_(2016),223,Animation Department_,Women,7
Captain America: Civil War_(2016),223,Art Department_,Men,103
Captain America: Civil War_(2016),223,Art Department_,Other,1
Captain America: Civil War_(2016),223,Art Department_,Women,31
Captain America: Civil War_(2016),223,Art Direction by_,Men,4
Captain America: Civil War_(2016),223,Camera and Electrical Department_,Men,198
Captain America: Civil War_(2016),223,Camera and Electrical Department_,Other,5
Captain America: Civil War_(2016),223,Camera and Electrical Department_,Women,20
Captain America: Civil War_(2016),223,Casting By_,Women,1
Captain America: Civil War_(2016),223,Casting Department_,Men,7
Captain America: Civil War_(2016),223,Casting Department_,Women,5
